"bd" "ht" "hg" "dg" "whc" "cr" "bainlh"
"332" 0.490000009536743 2.09 0.31000009536743 0.079999983310699 8.46 0.76 2.17
"333" 0.479999989271164 2.16 0.80000003814697 0.19000002741814 8.46 0.79 1.89
"334" 0.600000023841858 2.7 1.9500000953674 0.43999993801117 8.46 0.81 2.46
"335" 0.52999997138977 3 0.90000009536743 0.31000000238419 8.46 0.73 0.64
"336" 0.439999997615814 2.7 1.3 0.28000003099442 8.46 0.72 0.8
"337" 0.519999980926514 2.54 1.1600000476837 0.63999998569489 8.46 0.92 1.02
"338" 0.439999997615814 2.29 1.21 0.53000003099442 8.46 0.65 1.26
"339" 0.469999998807907 2.22 1.4600000667572 0.52000001072884 8.12 0.9 0.8
"340" 0.610000014305115 3.53 2.1099998664856 0.58000004291534 8.12 0.75 0.46
"341" 0.449999988079071 2.34 0.69999996185303 0.30000001192093 8.12 0.82 1.15
"342" 0.560000002384186 2.63 2.0699998092651 0.58999997377396 8.12 0.71 0.63
"343" 0.349999994039536 2.01 1.8900000953674 0.39000001549721 8.12 0.7 0.99
"344" 0.449999988079071 2.4 1.5000000953674 0.60999995470047 8.92 0.45 11.32
"345" 0.5 4.34 0.41 0.040000021457672 8.92 0.19 6.98
"346" 0.230000004172325 2.25 0.20000004768372 0.089999988675117 8.92 0.51 12.19
"347" 1.07000005245209 4.05 1.2500001907349 0.12999999523163 8.92 0.64 7.12
"348" 0.52999997138977 3.5 2.1500000953674 0.27000004053116 8.92 0.74 4.14
"349" 0.430000007152557 3.11 1.7900000953674 0.31999999284744 8.92 0.77 5.29
"350" 2.4300000667572 9.1 1.0999998092651 0.6399998664856 8.92 0.26 6.12
"351" 0.569999992847443 3.01 2.1400000953674 0.63000005483627 8.92 0.75 1.68
"352" 0.689999997615814 3.29 2.6100000953674 0.39000004529953 8.92 0.8 1.42
"353" 0.889999985694885 3.44 2.7599998092651 0.36000001430511 8.92 0.82 0.99
"354" 0.449999988079071 2.04 1.499999961853 0.53000003099442 8.92 0.78 2.04
"355" 0.389999985694885 2.53 1.1700000476837 0.29000002145767 8.92 0.74 17.22
"356" 0.709999978542328 2.29 0.82999988555908 0.18000000715256 8.92 0.56 17.35
"357" 0.579999983310699 3.09 1.7100001907349 0.22000002861023 8.92 0.58 16.7
"358" 0.699999988079071 4.59 1.8300000762939 0.21000003814697 8.92 0.71 13.35
"359" 1.20000004768372 7.34 2.66 0.19999992847443 8.92 0.75 10.93
"360" 0.209999993443489 2.09 0.25999990463257 0.040000006556511 8.92 0.64 17.64
"361" 0.77999997138977 4.19 0.77000003814697 0.46000003814697 9.44 0.71 10.7
"362" 1.92999994754791 8.14 3.9600003814697 0.54000008106232 9.44 0.81 2.47
"363" 2.13000011444092 10.8 3.0500003814697 0.55999994277954 9.44 0.9 0
"364" 0.560000002384186 3.4 0.50000009536743 0.52000004053116 9.44 0.82 10.58
"365" 0.980000019073486 4.09 2.2599999046326 0.37000000476837 9.44 0.82 9.13
"366" 1.45000004768372 5.84 1.66 0.25999999046326 9.44 0.86 4.93
"367" 1.63999998569489 7.55 3.8999998092651 0.87999999523163 9.44 0.9 4.52
"368" 1.44000005722046 7.75 3 0.85999989509583 9.44 0.89 3.39
"369" 1.87000000476837 8.3 5.3499996185303 1.0500000715256 9.44 0.9 1.48
"370" 0.400000005960464 3.2 1.4799998283386 0.28999999165535 9.44 0.67 6.81
"371" 0.899999976158142 5.51 2.3900000953674 0.81000006198883 9.44 0.85 0.25
"372" 1.57000005245209 7.67 4.5299998092651 0.77999985218048 9.44 0.85 1.61
"373" 2.99000000953674 12.1 5.6000007629395 1.0899999141693 9.44 0.94 0
"374" 1.3400000333786 5.8 3.0999996185303 0.91999995708466 9.44 0.83 7.86
"375" 1.37000000476837 5.8 3.8000003814697 0.69999992847443 9.44 0.74 7.86
"376" 2.33999991416931 11 4.1000003814697 0.77999997138977 9.44 0.93 4.87
"377" 1.95000004768372 6.3 4.5000001907349 0.64999985694885 9.44 0.89 5.81
"378" 1.73000001907349 8.34 4.1099998092651 1.3099999427795 9.44 0.84 4.18
"379" 1.51999998092651 6.8 3.3999998092651 0.94000005722046 9.44 0.83 33.72
"380" 2.41000008583069 10.19 5.9100003814697 1.1399998664856 9.44 0.89 30.55
"381" 1.64999997615814 5.84 3.2600003814697 0.70999991893768 9.44 0.86 34.98
"382" 1.89999997615814 4.59 2.5699998474121 0.19999992847443 6.35 0.86 39.4
"383" 4.03000020980835 19 5.1000003814697 1.2699999809265 6.35 0.87 26.34
"384" 2.89000010490417 15.3 2.9999992370605 1.2599999904633 6.35 0.84 35.2
"385" 0.740000009536743 3.45 0.66999988555908 0.18999999761581 6.35 0.76 55.12
"386" 2.21000003814697 6.4 1.9999996185303 0.5 6.35 0.87 47.43
"387" 0.639999985694885 7.09 3.7100001907349 2.1299999952316 6.35 0.88 7.46
"388" 1.72000002861023 8.6 2.7000001907349 0.97000002861023 6.88 0.83 0
"389" 1.64999997615814 6.3 0.2 0.45999991893768 6.88 0.8 1.61
"390" 1.52999997138977 6.3 1.0000001907349 0.76999998092651 6.88 0.87 5.93
"391" 3.29999995231628 10.39 3.3099998092651 1.2000000476837 6.88 0.97 0
"392" 1.69000005722046 5.59 1.1499997711182 0.42999982833862 6.88 0.85 34.81
"393" 0.479999989271164 3.09 0.20999995231628 0.21000000834465 6.88 0.66 36.8
"394" 1.66999995708466 6.94 2.06 0.69999992847443 6.88 0.92 30.89
"395" 2.09999990463257 6.69 2.5099998092651 1.1000001430511 6.88 0.88 32.41
"396" 1.45000004768372 5.84 0.41 0.64999985694885 6.88 0.9 11.88
"397" 1.75999999046326 6.3 3.3999998092651 0.91000008583069 6.88 0.87 17.54
"398" 2.79999995231628 10.3 2.0000001907349 0.0099999904632568 6.88 0.82 4
"399" 2.33999991416931 7.8 2.8999998092651 0.50999999046326 6.88 0.88 14.56
"400" 2.11999988555908 8.19 3.81 0.32000017166138 6.88 0.86 12.11
"401" 2.71000003814697 12.39 3.8100007629395 0.99000000953674 6.88 0.82 0
"402" 2.65000009536743 10.3 3.0000001907349 1.0499999523163 6.88 0.9 4
"403" 0.230000004172325 4.3 1.9399997711182 1.0799999386072 6.88 0.87 19.59
"404" 2.47000002861023 8.8 2.4299995422363 0.37999987602234 5.73 0.93 0
"405" 2.35999989509583 8.44 3.8600001907349 1.2400000095367 5.73 0.89 0
"406" 0.899999976158142 4.32 2.0699998664856 0.52999997138977 5.73 0.74 5.21
"407" 2.23000001907349 8.6 2.5499996185303 1.0999999046326 5.73 0.95 0
"408" 1.3400000333786 4.59 0.75000015258789 0.50999999046326 5.73 0.9 2.89
"409" 1.04999995231628 4.55 1.8999998092651 0.56000006198883 5.73 0.81 3.09
"410" 1.19000005722046 3.66 0.09 0.41999995708466 5.73 0.84 7.34
"411" 1.30999994277954 5.48 1.02 0.65000009536743 5.73 0.92 0
"412" 0.680000007152557 3.4 0.50000009536743 0.84999996423721 5.73 0.79 8.34
"413" 2.33999991416931 7.34 0.25999990463257 0.72000002861023 5.73 0.89 0
"414" 1.92999994754791 6.48 1.1599998664856 0.82000005245209 5.73 0.89 2.98
"415" 1.39999997615814 4.8 1.5000001907349 0.74000012874603 5.73 0.91 5.01
"416" 1.29999995231628 4.3 1.3999998092651 0.5 5.73 0.87 37.58
"417" 1.50999999046326 5.8 1.5000001907349 0.5 5.73 0.88 34.53
"418" 1.4099999666214 3.7 0.25000004768372 0.14999997615814 5.73 0.75 39.32
"419" 1.70000004768372 7.5 1 1.0799999237061 5.73 0.93 32.72
"420" 1.39999997615814 5.36 1.14 0.14999997615814 5.73 0.81 34.4
"421" 1.27999997138977 4.65 0.96999988555908 0.39999997615814 5.73 0.8 40.87
"422" 1.13999998569489 4 0.59999990463257 0.55000007152557 5.73 0.8 42.49
"423" 1.35000002384186 6.42 1.3800001907349 0.62999999523163 5.73 0.82 32.49
"424" 1.54999995231628 5.05 1.1499998092651 0.58000016212463 5.73 0.9 38.6
"425" 1.29999995231628 6.4 0.90000019073486 0.36000001430511 5.73 0.81 33.48
"426" 1.5 5.07 0.83000009536743 0.3400000333786 5.73 0.89 37.37
"427" 1.33000004291534 4.9 1.2999998092651 0.4099999666214 5.73 0.84 39.91
"428" 1.96000003814697 5.21 0.96999982833862 0.29999995231628 6.5 0.89 0
